('Total Revenue', '184,903,000', '168,088,000', '143,015,000', '125,843,000', '110,360,000')
         505558 function calls (486875 primitive calls) in 0.916 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 models.py:446(prepare_headers)
        1    0.000    0.000    0.000    0.000 __init__.py:71(BeautifulSoup)
        1    0.000    0.000    0.001    0.001 poolmanager.py:174(<lambda>)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        9    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        2    0.000    0.000    0.000    0.000 __init__.py:559(__init__)
       36    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:135(get_cookie_header)
       67    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       27    0.000    0.000    0.000    0.000 structures.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:119(_has_ipv6)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1353(add_cookie_header)
        1    0.000    0.000    0.000    0.000 socket.py:643(__init__)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        2    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        2    0.000    0.000    0.000    0.000 element.py:1822(find)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1223(deepvalues)
        4    0.000    0.000    0.000    0.000 timeout.py:102(__init__)
        8    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        1    0.000    0.000    0.000    0.000 sessions.py:691(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 weakref.py:284(update)
        5    0.000    0.000    0.000    0.000 connection.py:221(putheader)
        1    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        2    0.000    0.000    0.000    0.000 adapters.py:147(init_poolmanager)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 _lxml.py:2(<module>)
       22    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
        2    0.000    0.000    0.000    0.000 functools.py:183(total_ordering)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.370    0.370 client.py:1304(getresponse)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:65(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        8    0.000    0.000    0.000    0.000 element.py:389(_last_descendant)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       18    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 client.py:427(flush)
        1    0.000    0.000    0.000    0.000 scanner.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:496(__init__)
        7    0.000    0.000    0.014    0.002 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 response.py:278(release_conn)
        5    0.000    0.000    0.000    0.000 element.py:275(get_text)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 css_match.py:76(_DocumentNav)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1218(IPv4Address)
        1    0.000    0.000    0.000    0.000 ssltransport.py:11(SSLTransport)
        3    0.000    0.000    0.000    0.000 url.py:91(__new__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:670(escape_path)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        2    0.000    0.000    0.000    0.000 cookies.py:118(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 __init__.py:129(__init__)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 connection.py:115(__init__)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        1    0.000    0.000    0.000    0.000 tempfile.py:761(SpooledTemporaryFile)
        1    0.000    0.000    0.041    0.041 ssl_.py:481(_ssl_wrap_socket_impl)
        2    0.000    0.000    0.000    0.000 utils.py:811(select_proxy)
        1    0.000    0.000    0.000    0.000 client.py:772(HTTPConnection)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        3    0.000    0.000    0.000    0.000 connection.py:132(host)
       37    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       56    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 css_match.py:433(_Match)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        2    0.000    0.000    0.000    0.000 parse.py:482(urlunparse)
        1    0.000    0.000    0.000    0.000 response.py:78(__init__)
       39    0.000    0.000    0.000    0.000 parse.py:102(_noop)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1575(_cookies_from_attrs_set)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       19    0.000    0.000    0.000    0.000 _collections.py:187(__iter__)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
       19    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 socket.py:512(family)
        4    0.000    0.000    0.000    0.000 formatter.py:131(__init__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1518(_BaseV6)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        1    0.000    0.000    0.000    0.000 models.py:566(prepare_cookies)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:232(handle_entityref)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 client.py:237(HTTPResponse)
       18    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
        1    0.000    0.000    0.001    0.001 linecache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:253(Morsel)
        1    0.000    0.000    0.000    0.000 models.py:312(prepare)
        1    0.000    0.000    0.000    0.000 response.py:638(closed)
        1    0.000    0.000    0.000    0.000 timeout.py:20(Timeout)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.001    0.001 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
       26    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 cookies.py:343(set_cookie)
        1    0.000    0.000    0.000    0.000 retry.py:91(Retry)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       12    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
       34    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 poolmanager.py:263(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        6    0.000    0.000    0.000    0.000 cookies.py:51(get_full_url)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1804(IPv6Address)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        1    0.000    0.000    0.000    0.000 connectionpool.py:283(_put_conn)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:496(close)
        1    0.000    0.000    0.000    0.000 pathlib.py:399(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:658(_parse_args)
        1    0.000    0.000    0.000    0.000 __init__.py:1359(_fixupChildren)
        1    0.000    0.000    0.000    0.000 models.py:277(CharsetMatches)
        1    0.000    0.000    0.000    0.000 request.py:1701(URLopener)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:260(handle_decl)
       11    0.000    0.000    0.000    0.000 six.py:1015(ensure_text)
       28    0.000    0.000    0.000    0.000 __init__.py:554(__missing__)
        1    0.000    0.000    0.000    0.000 <string>:1(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
       22    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 _collections.py:107(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 _markupbase.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:493(urlunsplit)
        4    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        1    0.000    0.000    0.000    0.000 core.py:17(where)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
        2    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
        1    0.000    0.000    0.000    0.000 connectionpool.py:912(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        1    0.000    0.000    0.000    0.000 __meta__.py:138(_get_canonical)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        2    0.000    0.000    0.000    0.000 response.py:428(_error_catcher)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:1166(send)
        1    0.000    0.000    0.000    0.000 models.py:84(_encode_params)
        1    0.000    0.000    0.000    0.000 resources.py:173(path)
        1    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        2    0.000    0.000    0.000    0.000 structures.py:82(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:57(check_compatibility)
        1    0.000    0.000    0.000    0.000 cookies.py:25(MockRequest)
        2    0.000    0.000    0.000    0.000 __init__.py:248(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        3    0.000    0.000    0.000    0.000 url.py:297(<listcomp>)
       16    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
       22    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:600(options)
        1    0.000    0.000    0.000    0.000 element.py:1518(__getattr__)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
       18    0.000    0.000    0.000    0.000 url.py:413(ensure_type)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        5    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        9    0.000    0.000    0.000    0.000 css_types.py:332(pickle_register)
        1    0.000    0.000    0.000    0.000 retry.py:468(is_retry)
        1    0.000    0.000    0.000    0.000 cookiejar.py:867(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 md.py:252(SuperWeirdWordPlugin)
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:478(register_treebuilders_from)
       12    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        5    0.000    0.000    0.000    0.000 six.py:992(ensure_str)
        1    0.000    0.000    0.000    0.000 ssl.py:486(_encode_hostname)
        2    0.000    0.000    0.000    0.000 cookiejar.py:73(_timegm)
        1    0.000    0.000    0.000    0.000 connection.py:297(__init__)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 sessions.py:144(resolve_redirects)
       32    0.000    0.000    0.000    0.000 enum.py:1009(<lambda>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:543(domain_match)
        1    0.000    0.000    0.000    0.000 __meta__.py:82(__new__)
        1    0.000    0.000    0.000    0.000 models.py:228(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:719(is_third_party)
        1    0.000    0.000    0.000    0.000 structures.py:3(<module>)
        1    0.000    0.000    0.051    0.051 __init__.py:441(_feed)
        1    0.000    0.000    0.000    0.000 poolmanager.py:189(_new_pool)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
        1    0.000    0.000    0.000    0.000 __init__.py:101(TreeBuilder)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:540(__init__)
        1    0.000    0.000    0.000    0.000 models.py:348(CliDetectionResult)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1664(set_cookie)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        4    0.000    0.000    0.014    0.004 six.py:117(_resolve)
        1    0.000    0.000    0.001    0.001 ssl.py:482(__new__)
        1    0.000    0.000    0.000    0.000 connection.py:76(HTTPConnection)
        2    0.000    0.000    0.000    0.000 cookiejar.py:640(request_path)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        3    0.000    0.000    0.000    0.000 contextlib.py:108(__enter__)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:47(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:208(putrequest)
        1    0.000    0.000    0.000    0.000 sessions.py:324(Session)
        1    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 socket.py:486(_decref_socketios)
        1    0.000    0.000    0.000    0.000 zipfile.py:795(ZipExtFile)
        3    0.000    0.000    0.000    0.000 __init__.py:1601(addHandler)
        3    0.000    0.000    0.000    0.000 six.py:160(_resolve)
        1    0.000    0.000    0.000    0.000 ssl.py:596(options)
        1    0.000    0.000    0.000    0.000 financial.py:15(<listcomp>)
        1    0.000    0.000    0.001    0.001 api.py:3(<module>)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        6    0.000    0.000    0.000    0.000 cookiejar.py:528(is_HDN)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1335(IPv4Interface)
        1    0.000    0.000    0.000    0.000 utils.py:490(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 ssl.py:1120(getpeercert)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 element.py:917(NavigableString)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:244(_get_conn)
        1    0.000    0.000    0.000    0.000 utils.py:989(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 connectionpool.py:105(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 models.py:596(Response)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        2    0.000    0.000    0.000    0.000 functools.py:186(<setcomp>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.001    0.001 core.py:3(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1002(_send_output)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:75(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:287(connection_from_url)
        1    0.000    0.000    0.000    0.000 pathlib.py:1039(__new__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 adapters.py:204(cert_verify)
        2    0.000    0.000    0.000    0.000 ssl_.py:211(resolve_cert_reqs)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        1    0.000    0.000    0.000    0.000 adapters.py:85(HTTPAdapter)
        2    0.000    0.000    0.000    0.000 __init__.py:430(validate)
        1    0.000    0.000    0.000    0.000 request.py:9(RequestMethods)
        1    0.000    0.000    0.000    0.000 re.py:223(split)
        1    0.000    0.000    0.000    0.000 __init__.py:417(PercentStyle)
        1    0.000    0.000    0.000    0.000 utils.py:515(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 pathlib.py:293(splitroot)
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 pathlib.py:678(_from_parts)
        4    0.000    0.000    0.014    0.003 six.py:215(is_package)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:251(handle_comment)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        7    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.000    0.000 cookiejar.py:684(reach)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:225(connection_from_host)
        1    0.000    0.000    0.000    0.000 request.py:945(AbstractBasicAuthHandler)
        2    0.000    0.000    0.000    0.000 connection.py:237(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 retry.py:448(_is_method_retryable)
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 response.py:372(_init_decoder)
        1    0.000    0.000    0.000    0.000 connectionpool.py:961(_prepare_conn)
        1    0.000    0.000    0.000    0.000 resources.py:66(_get_resource_reader)
       24    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 css_match.py:332(Inputs)
        1    0.000    0.000    0.000    0.000 poolmanager.py:248(connection_from_context)
        1    0.000    0.000    0.000    0.000 __init__.py:853(Handler)
        5    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
       10    0.000    0.000    0.000    0.000 connection.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1077(_BaseV4)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:41(register)
        1    0.000    0.000    0.000    0.000 element.py:122(ContentMetaAttributeValue)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 models.py:739(iter_content)
        1    0.000    0.000    0.000    0.000 _collections.py:54(__getitem__)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 md.py:24(MessDetectorPlugin)
        8    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:831(is_package)
        1    0.000    0.000    0.000    0.000 utils.py:873(default_headers)
        1    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        1    0.000    0.000    0.000    0.000 __init__.py:1051(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:330(request_url)
        2    0.000    0.000    0.000    0.000 cookiejar.py:976(set_ok_verifiability)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:22(is_local_appengine)
        8    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.001    0.001 sessions.py:414(__exit__)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        8    0.000    0.000    0.000    0.000 six.py:195(__get_module)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1976(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 models.py:457(prepare_body)
        5    0.000    0.000    0.000    0.000 element.py:294(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1984(IPv6Interface)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:323(set_cert)
        1    0.000    0.000    0.000    0.000 message.py:451(items)
        1    0.000    0.000    0.000    0.000 response.py:82(__getattr__)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
        1    0.000    0.000    0.000    0.000 models.py:295(__init__)
        2    0.000    0.000    0.000    0.000 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 cookies.py:529(merge_cookies)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        3    0.000    0.000    0.000    0.000 cookies.py:521(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
        2    0.000    0.000    0.000    0.000 sessions.py:739(mount)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1750(__iter__)
        4    0.000    0.000    0.000    0.000 utils.py:1010(check_header_validity)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 parse.py:394(_splitnetloc)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1731(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 url.py:320(_encode_target)
        1    0.000    0.000    0.000    0.000 connection.py:192(_is_using_tunnel)
        1    0.000    0.000    0.000    0.000 response.py:147(_get_decoder)
        1    0.000    0.000    0.000    0.000 client.py:943(send)
        1    0.000    0.000    0.000    0.000 tempfile.py:545(_TemporaryFileCloser)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:457(BaseCookie)
        3    0.000    0.000    0.000    0.000 datetime.py:2201(_create)
        1    0.000    0.000    0.000    0.000 _collections.py:61(__setitem__)
        1    0.000    0.000    0.000    0.000 parse.py:900(urlencode)
        3    0.000    0.000    0.000    0.000 element.py:34(_alias)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       12    0.000    0.000    0.000    0.000 timeout.py:119(_validate_timeout)
        1    0.000    0.000    0.000    0.000 resources.py:34(_get_package)
        1    0.000    0.000    0.002    0.002 certs.py:4(<module>)
       11    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1584(_process_rfc2109_cookies)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:79(_to_unicode)
        1    0.000    0.000    0.000    0.000 six.py:524(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookies.py:88(origin_req_host)
        1    0.000    0.000    0.000    0.000 pathlib.py:718(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:1260(Manager)
        5    0.000    0.000    0.000    0.000 client.py:1260(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        2    0.000    0.000    0.000    0.000 timeout.py:181(clone)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
        1    0.000    0.000    0.000    0.000 resources.py:54(_normalize_path)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 retry.py:35(_RetryMeta)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.051    0.051 parser.py:104(feed)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 response.py:320(_init_length)
        4    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 md.py:58(TooManySymbolOrPunctuationPlugin)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1042(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 models.py:63(path_url)
        5    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 css_types.py:257(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1253(request)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        6    0.000    0.000    0.000    0.000 client.py:981(_output)
        4    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        4    0.000    0.000    0.000    0.000 __init__.py:1230(append)
        3    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
        2    0.000    0.000    0.000    0.000 ssl.py:718(verify_mode)
        2    0.000    0.000    0.000    0.000 connectionpool.py:324(_get_timeout)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        3    0.000    0.000    0.000    0.000 retry.py:301(<listcomp>)
        1    0.000    0.000    0.000    0.000 message.py:303(set_payload)
       11    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
